incident_id,field,support_reference_count,valid_evidence_count,valid_source_count,invalid_reference_count,traceable,contradiction,alternatives_preserved
inc_877286c4cb974cb0,fatalities,5,5,1,0,True,False,False
inc_8fb035b87aaac889,injuries,5,5,1,0,True,False,False
inc_8765e355aa662fb0,fatalities,5,5,1,0,True,False,False
inc_110a8ca3e0292f83,fatalities,5,5,1,0,True,False,False
inc_5258be7775ddd77d,fatalities,5,5,1,0,True,False,False
inc_5258be7775ddd77d,injuries,5,5,1,0,True,False,False
inc_d042bb049aaa8093,fatalities,5,5,1,0,True,False,False
inc_9bc9ca8b47f0f173,fatalities,5,5,1,0,True,False,False
inc_cf785a4ad504f2e2,fatalities,5,5,1,0,True,False,False
inc_d64acba1ff9babda,fatalities,5,5,1,0,True,False,False
inc_d64acba1ff9babda,injuries,5,5,1,0,True,False,False
inc_2f84f52c595b1c7c,fatalities,5,5,1,0,True,False,False
inc_2f84f52c595b1c7c,injuries,5,5,1,0,True,False,False
inc_9464c5f496367047,fatalities,5,5,1,0,True,False,False
inc_798e030a1871f36e,fatalities,5,5,1,0,True,False,False
inc_e74cd039b7a58065,injuries,5,5,1,0,True,False,False
inc_0a76e53d5e60ad66,fatalities,5,5,1,0,True,False,False
inc_441f9cfa9e63b4c1,fatalities,10,10,2,0,True,False,False
inc_9722274c9f006fcc,fatalities,10,10,2,0,True,False,False
inc_9722274c9f006fcc,injuries,5,5,1,0,True,False,False
inc_c1f449dac221b616,fatalities,5,5,1,0,True,False,False
inc_cd5d155574c5a07f,fatalities,5,5,1,0,True,False,False
inc_cd5d155574c5a07f,injuries,5,5,1,0,True,False,False
inc_eec5799d0c601ec1,injuries,5,5,1,0,True,False,False
inc_2b0c8829cd384a48,fatalities,5,5,1,0,True,False,False
inc_98d511dce15743f7,injuries,5,5,1,0,True,False,False
inc_94473aab66393ecc,fatalities,5,5,1,0,True,False,False
inc_ae1464e18578af2a,fatalities,5,5,1,0,True,False,False
inc_6a24770219687247,injuries,5,5,1,0,True,False,False
inc_04306df29b31ded0,fatalities,5,5,1,0,True,False,False
inc_a1ffad7d24b78d68,fatalities,20,20,4,0,True,False,False
inc_a1ffad7d24b78d68,injuries,20,20,4,0,True,False,False
inc_6e12fea26a5f4872,fatalities,5,5,1,0,True,False,False
inc_ac718a8fc508e843,fatalities,10,10,2,0,True,False,False
inc_c0c3f0eba1ad36b5,fatalities,5,5,1,0,True,False,False
inc_c0c3f0eba1ad36b5,injuries,5,5,1,0,True,False,False
inc_c2cd5de220582858,fatalities,5,5,1,0,True,False,False
inc_85975728550c5397,fatalities,5,5,1,0,True,False,False
inc_85975728550c5397,injuries,5,5,1,0,True,False,False
inc_474215094cb37350,fatalities,5,5,1,0,True,False,False
inc_474215094cb37350,injuries,5,5,1,0,True,False,False
inc_639e4a0807ef8945,fatalities,5,5,1,0,True,False,False
inc_639e4a0807ef8945,injuries,5,5,1,0,True,False,False
inc_341558a22b5907cc,fatalities,5,5,1,0,True,False,False
inc_341558a22b5907cc,injuries,5,5,1,0,True,False,False
inc_6d364c81d3c82d2c,fatalities,5,5,1,0,True,False,False
inc_949412100c667cb6,fatalities,5,5,1,0,True,False,False
inc_4e7fbffb91a2ca96,fatalities,5,5,1,0,True,False,False
inc_b91bedc457088087,fatalities,5,5,1,0,True,False,False
inc_b91bedc457088087,injuries,5,5,1,0,True,False,False
inc_fff928196c25af3b,fatalities,10,10,2,0,True,True,True
inc_fff928196c25af3b,injuries,5,5,1,0,True,False,False
inc_749096c82dd8cb53,fatalities,5,5,1,0,True,False,False
inc_749096c82dd8cb53,injuries,5,5,1,0,True,False,False
inc_0da373c77cfcafc3,fatalities,5,5,1,0,True,False,False
inc_0da373c77cfcafc3,injuries,5,5,1,0,True,False,False
inc_5509276c23c2f8fc,fatalities,5,5,1,0,True,False,False
inc_cff118529b08bf3f,fatalities,5,5,1,0,True,False,False
inc_cff118529b08bf3f,injuries,5,5,1,0,True,False,False
inc_c6a2435d0cdb9040,fatalities,5,5,1,0,True,False,False
inc_1708594de9774ff5,fatalities,5,5,1,0,True,False,False
inc_1708594de9774ff5,injuries,5,5,1,0,True,False,False
inc_cf1f014eae03647d,fatalities,5,5,1,0,True,False,False
inc_eb30988ad3406aa1,fatalities,5,5,1,0,True,False,False
inc_4939fb0bbbe82949,fatalities,5,5,1,0,True,False,False
inc_7565a1a824e6891f,fatalities,5,5,1,0,True,False,False
inc_f0c65510f125fc15,fatalities,5,5,1,0,True,False,False
inc_c856691e152256da,fatalities,5,5,1,0,True,False,False
inc_18be641a943046f2,fatalities,5,5,1,0,True,False,False
inc_6d040957f2751812,injuries,10,10,2,0,True,False,False
inc_e710fb8b3fda7203,fatalities,5,5,1,0,True,False,False
inc_7644dd6b225651d0,fatalities,5,5,1,0,True,False,False
inc_7644dd6b225651d0,injuries,5,5,1,0,True,False,False
inc_ab90f1ed6f159c33,fatalities,5,5,1,0,True,False,False
inc_ab90f1ed6f159c33,injuries,5,5,1,0,True,False,False
inc_f2be66076f89748f,fatalities,5,5,1,0,True,False,False
inc_f2be66076f89748f,injuries,5,5,1,0,True,False,False
inc_c3e5421b076c6921,injuries,5,5,1,0,True,False,False
inc_ad3fdd49ff0d7fd4,fatalities,5,5,1,0,True,False,False
inc_a4922f12daefacfd,fatalities,5,5,1,0,True,False,False
inc_245aab0e26d29a0a,fatalities,5,5,1,0,True,False,False
inc_3faca311aff4eccc,fatalities,5,5,1,0,True,False,False
inc_3350309c7be3aadb,fatalities,5,5,1,0,True,False,False
inc_8beb7a64e2621160,fatalities,5,5,1,0,True,False,False
inc_62396e2ee9127ede,fatalities,5,5,1,0,True,False,False
inc_b3bb90ef4fe0e1ec,fatalities,5,5,1,0,True,False,False
inc_c12282000920ae11,fatalities,5,5,1,0,True,False,False
inc_6137d2fdffbb7ba5,fatalities,5,5,1,0,True,False,False
inc_8ef96c98eaeb0948,fatalities,5,5,1,0,True,False,False
inc_8ef96c98eaeb0948,injuries,5,5,1,0,True,False,False
